ominous,3
connexion,8
common,48
suppose,37
peter,6
emigrant,1
quiet,12
dilapidated,2
wooden,27
carted,2
ruins,2
burnt,5
district,3
povertystricken,1
creak,1
spot,21
cheap,2
lodgings,1
pea,1
coffee,3
placea,1
gableended,2
palsied,2
sharp,38
bleak,3
corner,14
tempestuous,5
euroclydon,5
kept,47
worse,19
howling,12
pauls,1
tossed,29
nevertheless,50
pleasant,16
zephyr,1
indoors,1
hob,1
toasting,1
bed,71
judging,1
says,43
writerof,1
possess,4
copy,6
extantit,1
lookest,3
glass,15
window,14
outside,7
observest,1
sashless,1
both,120
wight,5
glazier,1
mindold,1
blackletter,1
reasonest,1
mine,40
pity,10
didnt,31
chinks,1
crannies,1
thrust,17
lint,1
improvements,2
universe,6
finished,5
copestone,2
chips,5
million,2
lazarus,5
chattering,1
curbstone,2
pillow,6
shaking,9
tatters,2
shiverings,1
plug,3
ears,26
rags,3
corncob,1
keep,65
dives,3
silken,3
wrapperhe,1
redder,1
afterwards,25
pooh,3
frosty,4
orion,1
glitters,1
lights,10
talk,25
oriental,12
climes,5
conservatories,1
privilege,7
coals,5
holding,35
sumatra,6
lengthwise,12
along,110
equator,10
yea,14
fiery,23
pit,7
wonderful,22
iceberg,5
moored,9
moluccas,2
czar,6
palace,4
frozen,9
president,1
temperance,2
society,9
drinks,2
tepid,2
orphans,5
blubbering,1
awhaling,5
plenty,15
scrape,4
frosted,2
3,4
spouterinn,4
straggling,1
entry,8
oldfashioned,7
wainscots,1
reminding,1
condemned,4
hung,28
oilpainting,1
thoroughly,2
besmoked,1
defaced,1
unequal,1
crosslights,1
viewed,4
diligent,2
study,7
series,4
systematic,2
visits,4
careful,17
inquiry,5
neighbors,2
arrive,5
understanding,4
masses,8
shades,6
shadows,14
ambitious,3
england,18
hags,1
endeavored,3
delineate,1
bewitched,1
dint,3
earnest,10
contemplation,2
repeated,21
ponderings,1
throwing,11
conclusion,6
unwarranted,2
puzzled,3
confounded,4
limber,4
hovering,10
centre,22
perpendicular,11
lines,31
yeast,2
boggy,1
soggy,1
squitchy,1
truly,21
drive,17
nervous,9
distracted,4
indefinite,4
halfattained,1
unimaginable,5
sublimity,2
fairly,16
froze,1
oath,7
anon,9
alas,10
deceptive,1
throughits,1
midnight,24
galeits,1
unnatural,8
combat,2
primal,4
elementsits,1
blasted,8
heathits,1
hyperborean,2
winter,9
sceneits,1
breakingup,1
icebound,1
fancies,3
yielded,2
pictures,17
midst,10
rest,51
plain,37
faint,10
resemblance,6
gigantic,20
fact,45
artists,2
design,4
final,29
theory,5
based,3
aggregated,2
opinions,2
aged,5
conversed,3
subject,20
represents,1
capehorner,1
hurricane,3
halffoundered,1
weltering,3
dismantled,2
visible,31
exasperated,6
purposing,2
spring,27
clean,16
impaling,3
opposite,18
wall,24
heathenish,6
array,3
clubs,1
spears,6
thickly,5
glittering,8
resembling,5
ivory,50
tufted,4
knots,3
human,37
hair,21
sickleshaped,2
handle,12
sweeping,12
segment,2
newmown,2
grass,15
longarmed,1
mower,2
shuddered,3
gazed,10
wondered,2
cannibal,18
savage,48
deathharvesting,1
hacking,1
horrifying,1
implement,3
mixed,12
rusty,2
lances,23
broken,46
deformed,3
storied,3
wildly,9
elbowed,3
nathan,2
swain,1
sunset,10
harpoonso,1
corkscrew,2
nowwas,1
flung,9
javan,2
slain,12
blanco,1
original,20
iron,75
entered,14
needle,9
sojourning,1
travelled,3
imbedded,2
hump,24
crossing,18
dusky,5
yon,9
lowarched,1
waycut,1
times,110
central,12
